is_canceled,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,agent,company,adr,total_of_special_requests,arrival_date,hotel_index,meal_index,market_segment_index,distribution_channel_index,reserved_room_type_index,assigned_room_type_index,customer_type_index,total_stays,total_guests
1,0,9,1,1,1,0.0,0,PRT,1,0,10,0,No Deposit,,380.0,35.0,0,2017-02-27,1.0,0.0,4.0,2.0,0.0,1.0,0.0,2,1.0
0,20,22,0,2,1,0.0,0,PRT,1,1,10,1,No Deposit,,380.0,75.0,1,2017-05-30,1.0,0.0,4.0,2.0,0.0,0.0,0.0,2,1.0
0,0,43,0,1,1,0.0,0,PRT,0,0,0,0,No Deposit,,323.0,48.0,0,2015-10-21,1.0,0.0,4.0,2.0,0.0,1.0,0.0,1,1.0
0,1,20,0,1,1,0.0,0,PRT,1,0,1,0,No Deposit,,323.0,42.0,0,2016-05-11,1.0,0.0,4.0,2.0,0.0,3.0,0.0,1,1.0
0,1,10,0,1,1,0.0,0,PRT,1,0,2,0,No Deposit,,323.0,35.0,0,2017-03-07,1.0,0.0,4.0,2.0,0.0,0.0,0.0,1,1.0
0,9,12,0,1,1,0.0,0,PRT,1,0,3,0,No Deposit,,270.0,35.0,0,2017-03-23,1.0,0.0,4.0,2.0,0.0,1.0,0.0,1,1.0
0,1,19,0,1,1,0.0,0,PRT,1,0,4,0,No Deposit,,323.0,45.0,0,2017-05-09,1.0,0.0,4.0,2.0,0.0,2.0,0.0,1,1.0
0,11,43,0,2,1,0.0,0,ESP,0,0,0,0,No Deposit,240.0,,47.0,0,2015-10-20,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0
0,1,43,0,1,2,0.0,0,SWE,0,0,0,0,No Deposit,240.0,,66.0,0,2015-10-21,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1,2.0
0,35,43,1,2,2,0.0,0,LTU,0,0,0,0,No Deposit,240.0,,56.0,1,2015-10-19,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,2.0
0,9,42,2,5,2,0.0,1,GBR,0,0,0,0,No Deposit,314.0,,74.57,1,2015-10-15,1.0,1.0,1.0,0.0,0.0,5.0,0.0,7,3.0
0,2,43,0,1,1,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,58.0,0,2015-10-21,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1,1.0
0,16,43,0,1,2,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,86.0,1,2015-10-21,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0
0,0,43,1,2,1,0.0,0,PRT,0,0,0,0,No Deposit,,92.0,40.0,0,2015-10-19,1.0,0.0,4.0,2.0,0.0,0.0,0.0,3,1.0
0,0,5,0,3,1,0.0,0,PRT,1,0,1,0,No Deposit,,511.0,35.0,0,2017-01-31,1.0,0.0,4.0,2.0,0.0,1.0,0.0,3,1.0
0,1,6,0,3,1,0.0,0,PRT,1,0,2,1,No Deposit,,511.0,35.0,1,2017-02-07,1.0,0.0,4.0,2.0,0.0,0.0,0.0,3,1.0
0,2,43,0,1,1,0.0,0,PRT,0,0,0,0,No Deposit,,,48.0,0,2015-10-21,1.0,0.0,4.0,2.0,0.0,1.0,0.0,1,1.0
0,5,46,1,1,1,0.0,0,PRT,1,0,1,0,No Deposit,,,54.0,0,2015-11-09,1.0,0.0,4.0,2.0,0.0,1.0,0.0,2,1.0
0,1,5,0,2,1,0.0,0,PRT,1,0,2,1,No Deposit,,,45.0,0,2016-01-26,1.0,0.0,4.0,2.0,0.0,1.0,0.0,2,1.0
0,24,25,2,2,3,1.0,0,PRT,1,0,3,0,No Deposit,,407.0,187.6,3,2016-06-12,1.0,0.0,4.0,2.0,7.0,7.0,0.0,4,4.0
0,287,42,2,5,2,0.0,0,GBR,0,0,0,1,No Deposit,,223.0,44.5,0,2015-10-15,1.0,0.0,2.0,2.0,0.0,1.0,0.0,7,2.0
0,5,43,0,2,2,0.0,0,ESP,0,0,0,0,No Deposit,134.0,,44.5,0,2015-10-20,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2,2.0
0,0,43,0,1,2,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,56.0,1,2015-10-21,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1,2.0
0,101,43,1,2,2,0.0,0,GBR,0,0,0,1,No Deposit,240.0,,67.5,2,2015-10-19,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,2.0
0,215,42,3,7,2,0.0,0,GBR,0,0,0,0,No Deposit,95.0,,57.6,0,2015-10-12,1.0,0.0,1.0,0.0,2.0,2.0,0.0,10,2.0
0,223,42,2,5,2,1.0,0,GBR,0,0,0,0,No Deposit,2.0,,56.95,0,2015-10-15,1.0,0.0,1.0,0.0,1.0,1.0,2.0,7,3.0
0,215,42,3,7,2,0.0,0,GBR,0,0,0,0,No Deposit,95.0,,59.2,0,2015-10-12,1.0,0.0,1.0,0.0,2.0,2.0,0.0,10,2.0
0,0,43,0,2,2,2.0,0,FRA,0,0,0,0,No Deposit,240.0,,106.0,1,2015-10-20,1.0,0.0,0.0,0.0,4.0,4.0,0.0,2,4.0
0,287,42,2,6,2,0.0,0,BEL,0,0,0,2,No Deposit,,223.0,44.5,0,2015-10-15,1.0,0.0,2.0,2.0,0.0,0.0,1.0,8,2.0
0,292,43,0,2,2,0.0,0,FRA,0,0,0,0,No Deposit,208.0,,70.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,2.0
0,292,43,0,2,2,0.0,0,FRA,0,0,0,1,No Deposit,208.0,,70.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,2.0
0,292,43,0,2,1,0.0,0,FRA,0,0,0,2,No Deposit,208.0,,60.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,1.0
0,292,43,0,2,2,0.0,0,FRA,0,0,0,1,No Deposit,208.0,,70.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,5.0,1.0,2,2.0
0,292,43,0,2,2,0.0,0,FRA,0,0,0,0,No Deposit,208.0,,70.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,2.0
0,292,43,0,2,2,0.0,0,FRA,0,0,0,0,No Deposit,208.0,,70.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,5.0,1.0,2,2.0
0,292,43,0,2,1,0.0,0,FRA,0,0,0,1,No Deposit,208.0,,60.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,1.0
0,292,43,0,2,1,0.0,0,FRA,0,0,0,1,No Deposit,208.0,,60.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,1.0
0,292,43,0,2,1,0.0,0,FRA,0,0,0,1,No Deposit,208.0,,60.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,1.0
0,292,43,0,2,1,0.0,0,FRA,0,0,0,1,No Deposit,208.0,,60.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,1.0
0,292,43,0,2,1,0.0,0,FRA,0,0,0,1,No Deposit,208.0,,60.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,1.0
0,292,43,0,2,2,0.0,0,FRA,0,0,0,1,No Deposit,208.0,,70.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,5.0,1.0,2,2.0
0,292,43,0,2,2,0.0,0,FRA,0,0,0,3,No Deposit,208.0,,70.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,2.0
0,292,43,0,2,1,0.0,0,FRA,0,0,0,2,No Deposit,208.0,,0.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,6.0,1.0,2,1.0
0,292,43,0,2,1,0.0,0,FRA,0,0,0,2,No Deposit,208.0,,60.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,1.0
0,292,43,0,2,2,0.0,0,FRA,0,0,0,1,No Deposit,208.0,,70.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,5.0,1.0,2,2.0
0,292,43,0,2,2,0.0,0,FRA,0,0,0,1,No Deposit,208.0,,70.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,5.0,1.0,2,2.0
0,292,43,0,2,2,0.0,0,FRA,0,0,0,1,No Deposit,208.0,,70.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,2.0
0,292,43,0,2,2,0.0,0,FRA,0,0,0,1,No Deposit,208.0,,70.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,2.0
0,292,43,0,2,2,0.0,0,FRA,0,0,0,1,No Deposit,208.0,,70.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,2.0
0,292,43,0,2,2,0.0,0,FRA,0,0,0,1,No Deposit,208.0,,70.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,2.0
0,292,43,0,2,2,0.0,0,FRA,0,0,0,3,No Deposit,208.0,,70.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,2.0
0,292,43,0,2,2,0.0,0,FRA,0,0,0,1,No Deposit,208.0,,70.0,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,2.0
0,34,43,2,3,3,0.0,0,NZL,0,0,0,1,No Deposit,241.0,,73.08,1,2015-10-18,1.0,0.0,0.0,0.0,4.0,4.0,0.0,5,3.0
0,10,43,0,3,2,0.0,0,ESP,0,0,0,0,No Deposit,240.0,,112.0,1,2015-10-20,1.0,1.0,0.0,0.0,2.0,4.0,0.0,3,2.0
0,8,43,2,3,2,0.0,0,PRT,0,0,0,1,No Deposit,240.0,,77.4,1,2015-10-18,1.0,1.0,0.0,0.0,0.0,2.0,0.0,5,2.0
0,28,43,1,3,2,0.0,0,PRT,0,0,0,1,No Deposit,,,43.0,2,2015-10-19,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4,2.0
0,0,43,0,2,1,0.0,0,USA,0,0,0,1,No Deposit,240.0,,106.0,0,2015-10-21,1.0,0.0,0.0,0.0,4.0,4.0,0.0,2,1.0
0,75,43,1,3,2,0.0,0,GBR,0,0,0,0,No Deposit,240.0,,46.0,2,2015-10-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0
0,36,43,2,3,2,0.0,0,IRL,0,0,0,0,No Deposit,36.0,,38.04,0,2015-10-18,1.0,0.0,1.0,0.0,1.0,1.0,0.0,5,2.0
0,32,42,2,5,2,0.0,0,GBR,0,0,0,0,No Deposit,147.0,,58.93,1,2015-10-16,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7,2.0
0,287,42,2,6,2,0.0,0,BEL,0,0,0,2,No Deposit,,223.0,44.5,0,2015-10-15,1.0,0.0,2.0,2.0,0.0,0.0,1.0,8,2.0
0,24,43,2,3,2,0.0,0,GBR,0,0,0,0,No Deposit,241.0,,75.08,1,2015-10-18,1.0,0.0,0.0,0.0,4.0,4.0,0.0,5,2.0
0,33,42,2,5,2,0.0,0,GBR,0,0,0,0,No Deposit,241.0,,71.39,1,2015-10-17,1.0,0.0,0.0,0.0,2.0,2.0,0.0,7,2.0
0,48,43,2,4,1,0.0,0,GBR,0,0,0,0,No Deposit,40.0,,40.8,0,2015-10-18,1.0,1.0,1.0,0.0,0.0,2.0,2.0,6,1.0
0,113,43,2,4,1,0.0,0,GBR,0,0,0,0,No Deposit,40.0,,37.0,1,2015-10-18,1.0,0.0,1.0,0.0,0.0,0.0,2.0,6,1.0
0,113,43,2,4,1,0.0,0,GBR,0,0,0,0,No Deposit,40.0,,35.0,1,2015-10-18,1.0,0.0,1.0,0.0,0.0,0.0,2.0,6,1.0
0,113,43,2,4,1,0.0,0,GBR,0,0,0,0,No Deposit,40.0,,35.0,1,2015-10-18,1.0,0.0,1.0,0.0,0.0,0.0,2.0,6,1.0
0,5,43,1,4,1,0.0,0,ESP,0,0,0,0,No Deposit,,,0.0,0,2015-10-19,1.0,1.0,2.0,1.0,0.0,0.0,1.0,5,1.0
0,47,43,1,4,2,0.0,0,ESP,0,0,0,0,No Deposit,,,76.8,0,2015-10-19,1.0,1.0,2.0,1.0,0.0,0.0,1.0,5,2.0
0,47,43,1,4,1,0.0,0,ESP,0,0,0,1,No Deposit,,,76.8,0,2015-10-19,1.0,1.0,2.0,1.0,0.0,0.0,1.0,5,1.0
0,5,43,1,4,1,0.0,0,PRT,0,0,0,0,No Deposit,,,0.0,0,2015-10-19,1.0,1.0,2.0,1.0,0.0,0.0,1.0,5,1.0
0,1,43,0,1,2,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,83.0,1,2015-10-23,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,2.0
0,0,43,0,4,2,0.0,0,IRL,0,0,0,1,No Deposit,,,56.0,0,2015-10-20,1.0,0.0,3.0,1.0,1.0,1.0,0.0,4,2.0
0,43,43,0,4,1,0.0,0,HUN,0,0,0,0,No Deposit,240.0,,42.3,1,2015-10-20,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1.0
0,25,43,0,1,2,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,56.0,2,2015-10-23,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,2.0
0,91,43,1,4,2,0.0,0,GBR,0,0,0,1,No Deposit,240.0,,67.0,2,2015-10-19,1.0,0.0,0.0,0.0,2.0,2.0,0.0,5,2.0
0,29,43,2,5,2,0.0,0,GBR,0,0,0,0,No Deposit,40.0,,35.6,0,2015-10-18,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7,2.0
0,7,43,0,1,1,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,58.0,2,2015-10-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
0,7,43,0,1,2,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,67.0,2,2015-10-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
0,7,43,0,1,1,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,58.0,2,2015-10-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
0,86,43,2,5,2,0.0,0,GBR,0,0,0,0,No Deposit,243.0,,50.03,0,2015-10-18,1.0,0.0,1.0,0.0,1.0,1.0,0.0,7,2.0
0,0,43,0,1,2,0.0,0,PRT,0,0,0,0,No Deposit,,,58.0,0,2015-10-24,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1,2.0
0,0,43,0,1,2,0.0,0,PRT,0,0,0,0,No Deposit,,,58.0,0,2015-10-24,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1,2.0
0,121,43,2,5,1,0.0,0,GBR,0,0,0,0,No Deposit,243.0,,35.0,0,2015-10-18,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7,1.0
0,121,43,2,5,2,0.0,0,GBR,0,0,0,0,No Deposit,243.0,,43.93,0,2015-10-18,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7,2.0
0,0,43,0,1,2,0.0,0,PRI,0,0,0,0,No Deposit,,,58.0,0,2015-10-24,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1,2.0
0,0,43,0,1,2,0.0,0,PRT,0,0,0,0,No Deposit,,,58.0,0,2015-10-24,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1,2.0
0,1,43,0,1,1,0.0,0,DNK,0,0,0,0,No Deposit,240.0,,58.0,0,2015-10-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
0,62,43,2,5,2,0.0,0,GBR,0,0,0,0,No Deposit,26.0,,46.5,1,2015-10-18,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7,2.0
0,55,43,0,4,2,0.0,0,MYS,0,0,0,0,No Deposit,241.0,,76.84,2,2015-10-21,1.0,1.0,0.0,0.0,3.0,3.0,0.0,4,2.0
0,11,43,0,2,1,0.0,0,CHE,0,0,0,0,No Deposit,253.0,,0.0,1,2015-10-23,1.0,0.0,5.0,0.0,3.0,4.0,0.0,2,1.0
0,62,43,2,5,2,0.0,0,GBR,0,0,0,0,No Deposit,26.0,,44.18,1,2015-10-18,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7,2.0
0,25,43,0,2,2,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,56.0,1,2015-10-23,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2,2.0
0,44,43,0,4,2,0.0,0,GBR,0,0,0,0,No Deposit,115.0,,70.5,0,2015-10-21,1.0,1.0,1.0,0.0,0.0,5.0,2.0,4,2.0
0,10,43,0,2,2,0.0,0,PRT,0,0,0,0,No Deposit,,,107.0,1,2015-10-23,1.0,1.0,3.0,1.0,2.0,2.0,0.0,2,2.0
0,7,10,0,2,2,0.0,0,PRT,1,0,0,0,No Deposit,250.0,,77.0,1,2017-03-10,1.0,0.0,3.0,1.0,1.0,1.0,0.0,2,2.0
0,89,43,1,5,2,0.0,0,PRT,0,0,0,0,No Deposit,36.0,,66.0,0,2015-10-19,1.0,0.0,1.0,0.0,3.0,3.0,0.0,6,2.0
0,29,43,0,2,2,0.0,0,PRT,0,0,0,0,No Deposit,,,62.0,1,2015-10-23,1.0,0.0,3.0,1.0,0.0,1.0,1.0,2,2.0
0,44,43,2,5,3,0.0,0,GBR,0,0,0,0,No Deposit,26.0,,96.21,1,2015-10-19,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,3.0
0,44,43,2,5,2,0.0,0,GBR,0,0,0,0,No Deposit,26.0,,70.5,1,2015-10-19,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,2.0
0,163,43,1,2,1,0.0,0,GBR,0,0,0,0,No Deposit,240.0,,47.0,1,2015-10-23,1.0,0.0,0.0,0.0,0.0,5.0,1.0,3,1.0
0,0,43,1,2,1,0.0,0,GBR,0,0,0,0,No Deposit,,,47.0,1,2015-10-23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.0
0,163,43,1,2,1,0.0,0,GBR,0,0,0,0,No Deposit,240.0,,47.0,1,2015-10-23,1.0,0.0,0.0,0.0,0.0,5.0,1.0,3,1.0
0,51,43,1,3,2,0.0,0,GBR,0,0,0,0,No Deposit,240.0,,55.0,1,2015-10-22,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4,2.0
0,51,43,1,3,2,0.0,0,GBR,0,0,0,0,No Deposit,240.0,,47.0,1,2015-10-22,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4,2.0
0,51,43,1,3,2,0.0,0,GBR,0,0,0,0,No Deposit,240.0,,47.0,1,2015-10-22,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4,2.0
0,52,43,2,5,2,0.0,0,GBR,0,0,0,0,No Deposit,177.0,,64.88,0,2015-10-19,1.0,1.0,1.0,0.0,0.0,5.0,0.0,7,2.0
0,0,43,1,1,2,0.0,0,ESP,0,0,0,3,No Deposit,240.0,,64.0,0,2015-10-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0
0,38,43,1,3,2,0.0,0,PRT,0,0,0,0,No Deposit,,,62.0,0,2015-10-22,1.0,0.0,3.0,1.0,1.0,3.0,0.0,4,2.0
0,107,43,2,5,2,0.0,0,GBR,0,0,0,1,No Deposit,240.0,,76.43,3,2015-10-19,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,2.0
0,105,43,2,5,2,0.0,0,GBR,0,0,0,1,No Deposit,147.0,,63.14,1,2015-10-19,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,2.0
0,146,43,2,5,1,0.0,0,GBR,0,0,0,0,No Deposit,240.0,,48.43,2,2015-10-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.0
0,146,43,2,5,1,0.0,0,GBR,0,0,0,0,No Deposit,240.0,,47.0,2,2015-10-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.0
0,146,43,2,5,1,0.0,0,GBR,0,0,0,0,No Deposit,240.0,,48.43,2,2015-10-19,1.0,0.0,0.0,0.0,0.0,2.0,0.0,7,1.0
0,0,44,1,0,2,0.0,0,GBR,0,0,0,0,No Deposit,240.0,,48.0,0,2015-10-25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
0,77,43,2,5,2,0.0,0,GBR,0,0,0,0,No Deposit,314.0,,36.0,0,2015-10-19,1.0,0.0,1.0,0.0,0.0,0.0,2.0,7,2.0
0,146,43,2,5,1,0.0,0,GBR,0,0,0,0,No Deposit,240.0,,47.0,2,2015-10-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.0
0,146,43,2,5,1,0.0,0,GBR,0,0,0,0,No Deposit,240.0,,47.0,2,2015-10-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.0
0,108,43,2,5,2,0.0,0,GBR,0,0,0,0,No Deposit,314.0,,36.0,1,2015-10-20,1.0,0.0,1.0,0.0,0.0,0.0,2.0,7,2.0
0,84,43,2,4,2,0.0,0,IRL,0,0,0,0,No Deposit,240.0,,66.67,2,2015-10-21,1.0,0.0,0.0,0.0,2.0,2.0,0.0,6,2.0
0,36,43,2,5,2,0.0,0,GBR,0,0,0,0,No Deposit,147.0,,41.33,1,2015-10-20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2.0
0,3,44,1,0,1,0.0,0,PRT,0,0,0,0,No Deposit,314.0,,31.2,0,2015-10-26,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
0,4,49,1,0,1,0.0,0,PRT,1,0,1,1,No Deposit,6.0,,25.0,0,2015-11-30,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
0,3,2,0,1,1,0.0,0,PRT,1,0,2,0,No Deposit,8.0,,25.0,0,2016-01-07,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0
0,7,15,0,1,1,0.0,0,PRT,1,0,3,0,No Deposit,314.0,,40.32,0,2016-04-06,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
0,3,23,1,0,1,0.0,0,PRT,1,0,4,0,No Deposit,5.0,,62.0,0,2016-05-30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
0,4,48,1,1,2,0.0,0,PRT,1,0,5,0,No Deposit,8.0,,30.0,0,2016-11-21,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2,2.0
0,0,44,1,0,1,0.0,0,PRT,0,0,0,0,No Deposit,,,35.1,0,2015-10-26,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1,1.0
0,0,48,0,1,1,0.0,0,PRT,1,0,1,0,No Deposit,,,38.0,0,2015-11-26,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1,1.0
0,0,49,0,1,1,0.0,0,PRT,1,0,2,0,No Deposit,,,38.0,0,2015-12-03,1.0,0.0,3.0,1.0,0.0,2.0,0.0,1,1.0
0,1,5,0,1,1,0.0,0,PRT,1,0,3,0,No Deposit,,,39.0,0,2016-01-26,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1,1.0
0,1,12,0,1,1,0.0,0,PRT,1,0,4,0,No Deposit,,,45.0,0,2016-03-18,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1,1.0
0,4,13,0,1,1,1.0,0,PRT,1,0,5,0,No Deposit,,,58.0,0,2016-03-23,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1,2.0
0,0,25,1,0,1,0.0,0,PRT,1,0,6,0,No Deposit,,,111.0,0,2016-06-13,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1,1.0
0,1,29,0,1,2,0.0,0,PRT,1,0,7,0,No Deposit,,421.0,143.0,1,2016-07-12,1.0,0.0,3.0,1.0,0.0,2.0,0.0,1,2.0
0,4,44,0,1,1,0.0,0,PRT,1,0,8,0,No Deposit,,421.0,54.9,1,2016-10-28,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1,1.0
0,0,44,1,0,2,0.0,0,PRT,0,0,0,1,No Deposit,240.0,,48.0,1,2015-10-26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.0
0,0,44,1,0,1,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,39.0,1,2015-10-26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
0,188,43,2,5,2,0.0,0,GBR,0,0,0,0,No Deposit,143.0,,57.6,0,2015-10-20,1.0,0.0,1.0,0.0,2.0,2.0,2.0,7,2.0
0,1,44,1,0,1,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,35.1,1,2015-10-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
0,0,44,1,0,1,0.0,0,PRT,0,0,0,0,No Deposit,,,45.0,0,2015-10-26,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1,1.0
0,0,44,0,0,2,0.0,0,PRT,1,0,0,0,No Deposit,,,0.0,0,2015-10-27,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0,2.0
0,48,43,2,5,2,0.0,0,FRA,0,0,0,0,No Deposit,240.0,,86.0,3,2015-10-21,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7,2.0
0,40,43,2,6,2,0.0,0,PRT,0,0,0,0,No Deposit,2.0,,42.5,0,2015-10-20,1.0,0.0,1.0,0.0,0.0,0.0,2.0,8,2.0
0,122,43,4,6,2,0.0,0,POL,0,0,0,0,No Deposit,240.0,,45.0,0,2015-10-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2.0
0,0,44,0,1,1,0.0,0,PRT,0,0,0,0,No Deposit,314.0,,31.2,0,2015-10-27,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
0,0,2,0,1,1,0.0,0,PRT,1,0,1,0,No Deposit,,,39.0,0,2017-01-11,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1,1.0
0,21,44,1,1,2,0.0,0,FRA,0,0,0,1,No Deposit,240.0,,77.4,2,2015-10-26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2.0
0,5,44,1,1,1,0.0,0,PRT,0,0,0,0,No Deposit,,94.0,37.0,0,2015-10-26,1.0,0.0,4.0,2.0,0.0,0.0,0.0,2,1.0
0,5,44,1,1,1,0.0,0,PRT,0,0,0,0,No Deposit,,94.0,37.0,0,2015-10-26,1.0,0.0,4.0,2.0,0.0,0.0,0.0,2,1.0
0,1,8,0,2,1,0.0,0,PRT,1,0,1,0,No Deposit,94.0,,35.0,0,2017-02-21,1.0,0.0,4.0,2.0,0.0,0.0,1.0,2,1.0
0,0,44,0,1,1,0.0,0,PRT,0,0,0,0,No Deposit,,,39.0,0,2015-10-27,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1,1.0
0,0,48,0,1,1,0.0,0,PRT,1,0,1,0,No Deposit,,,38.0,0,2015-11-26,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1,1.0
0,0,52,1,0,2,0.0,0,PRT,1,0,2,0,No Deposit,,,46.0,1,2015-12-21,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1,2.0
0,0,4,0,1,2,0.0,0,PRT,1,0,3,0,No Deposit,,,39.0,1,2016-01-20,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1,2.0
0,0,6,0,1,1,0.0,0,PRT,1,0,4,0,No Deposit,,,39.0,1,2016-02-04,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1,1.0
0,0,10,0,1,2,0.0,0,PRT,1,0,5,0,No Deposit,,,40.0,1,2016-03-03,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1,2.0
0,0,15,0,1,1,0.0,0,PRT,1,0,6,0,No Deposit,,,50.0,1,2016-04-06,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1,1.0
